1	2	0.016666666666666666
2	3	0.03305322128851541
3	4	0.008823529411764706
3	7	0.056302521008403356
4	5	0.008683473389355741
5	6	0.016666666666666666
5	7	0.04033613445378151
7	8	0.11078431372549019
8	9	0.010084033613445377
8	22	0.11540616246498599
9	10	0.022447524334779253
9	22	0.02664920500704816
10	11	0.01722256592354632
11	12	0.019436663554310608
11	14	0.016666666666666666
11	16	0.05086402250617935
12	13	0.016666666666666666
12	15	0.015390600684718337
15	16	0.029723000311235613
16	17	0.016666666666666666
16	18	0.10318272776606108
18	19	0.0025210084033613443
18	21	0.11494743364841402
19	20	0.016666666666666666
19	21	0.03053221288515406
21	23	0.11367118785597936
21	24	0.02318436851864927
21	40	0.24950918361158916
22	23	0.1543336121032199
23	24	0.001680672268907563
23	25	0.07925163771040358
24	25	0.01895293084554084
25	26	0.0065949713218620785
25	27	0.0920531079717107
26	27	0.010071695344804588
27	28	0.10764301059942835
28	29	0.016666666666666666
28	30	0.12243292656581492
30	31	0.13004263711670191
31	32	0.03305322128851541
31	34	0.15273171274695405
32	33	0.016666666666666666
34	35	0.16001462591222007
35	36	0.09797862130515778
35	37	0.07063233202691932
36	37	0.04651427237561693
36	38	0.0434074420709369
36	39	0.10015174479377803
37	47	0.13501966411135954
37	59	0.12235412143284108
38	39	0.005257421150278292
38	60	0.04821801781638654
39	62	0.10084003526148033
40	41	0.2567920967768553
41	42	0.13217756099346964
41	43	0.13217756099346964
42	43	0.00014005602240896358
42	44	0.13983395688515968
43	44	0.13983395688515968
44	45	0.18087240598815826
44	46	0.11339868238533586
45	50	0.18273981962027777
46	47	0.11919700171306696
47	48	0.033684473789515806
48	49	0.03305622248899559
49	50	0.13928477093413663
49	55	0.16407768810100334
50	51	0.056013405362144816
51	52	0.005742296918767506
51	53	0.05311891423235961
52	53	0.010924369747899159
53	54	0.016666666666666666
53	55	0.05473522742430301
53	66	0.03432506335867679
53	69	0.03964085634253699
55	56	0.05471144013160821
55	76	0.17196462065180132
56	57	0.019883286647992528
56	58	0.03347427860032901
57	58	0.010639033391134234
57	59	0.027441087546129554
58	61	0.042479325063358664
59	60	0.10187648593419725
60	61	0.1475194737385789
61	63	0.031232366684047365
61	64	0.08457968079137133
61	81	0.10404911041156713
62	63	0.029707360216814013
62	65	0.09378818169176964
63	82	0.014173272844491325
64	77	0.07223806010055804
64	80	0.06364976663151815
65	83	0.05695555975410567
65	85	0.03815203859321506
66	67	0.016666666666666666
66	68	0.007514339068960922
68	69	0.01483460050686941
69	70	0.044322062158196625
70	71	0.010755135387488318
70	72	0.059743564092303594
70	76	0.029865446178471387
71	73	0.006751867413632114
72	75	0.009509803921568628
72	79	0.06093003868213952
73	74	0.016666666666666666
73	75	0.01946545284780578
73	76	0.03282796451914099
75	78	0.019316059757236225
76	77	0.13278261451601378
77	78	0.12790287147965512
78	100	0.1343757939819894
79	80	0.05299161331199151
79	94	0.02730567226890755
79	95	0.035853674803254645
80	81	0.057657846401049546
80	91	0.09052621714087775
81	82	0.021423839737915368
81	90	0.06334398196638678
82	83	0.017948846205148725
83	84	0.02453436930327686
83	88	0.0402408738797559
84	85	0.022953959361522384
84	87	0.03127628829309502
85	86	0.016666666666666666
87	88	0.03221499710995508
87	89	0.005762082610822107
87	115	0.04379607398514961
88	89	0.024236712114039514
88	90	0.045120363802086484
89	120	0.020101502474628198
90	91	0.04766758261876897
91	92	0.11860463075871294
92	93	0.06165460196983098
92	109	0.09556031503510494
92	118	0.07732502369139377
93	94	0.018948996265172734
93	100	0.05460297576379301
95	96	0.021147792450313473
96	97	0.00919634520474857
97	98	0.014184673869547826
97	99	0.001422235560891023
98	99	0.015244431105775643
98	100	0.04467853808189946
100	101	0.07520810344339755
101	102	0.06106244518009223
102	103	0.028711484593837534
102	106	0.026332997845602883
103	104	0.012605042016806721
104	105	0.0043417366946778705
105	106	0.020448179271708684
106	107	0.023966232957829594
107	108	0.000980392156862745
107	109	0.03459581812522989
108	109	0.01568627450980392
109	110	0.04009614957093949
110	111	0.025105486639100085
111	112	0.012080276555066471
112	113	0.01130441065315015
113	114	0.02488984482681961
114	115	0.034599061846961
114	116	0.019578498065893023
116	117	0.016666666666666666
116	118	0.042158196611978116
118	119	0.016666666666666666
118	120	0.017435102581337545
